latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
26.94941,89.25967,325.63,0.63,0.72,2024-01-01,0614,N20,VIIRS,n,2,286.46,4.53,D,0
26.906,89.30315,326.99,0.63,0.72,2024-01-01,0614,N20,VIIRS,n,2,287.35,10.8,D,0
26.91164,89.29826,355.85,0.63,0.72,2024-01-01,0614,N20,VIIRS,l,2,287.33,10.8,D,0
26.94957,89.25794,328.93,0.64,0.72,2024-01-01,0614,N20,VIIRS,n,2,286.7,4.8,D,0
26.85058,91.51533,335.84,0.48,0.4,2024-01-03,0716,N20,VIIRS,n,2,293.85,6.1,D,0
26.85099,91.51283,329.89,0.48,0.4,2024-01-03,0716,N20,VIIRS,n,2,293.45,4.49,D,0
26.93834,89.25383,328.54,0.44,0.39,2024-01-04,0658,N20,VIIRS,n,2,293.03,10.27,D,0
27.31915,91.854,334.84,0.38,0.36,2024-01-04,0658,N20,VIIRS,n,2,284.31,4.22,D,0
26.91556,89.2895,327.13,0.44,0.39,2024-01-04,0658,N20,VIIRS,n,2,292.39,2.12,D,0
26.83971,90.46834,326.29,0.32,0.55,2024-01-07,0742,N20,VIIRS,n,2,295.93,1.65,D,0
27.2851,91.91321,329.23,0.39,0.36,2024-01-09,0704,N20,VIIRS,n,2,288.47,3.91,D,0
26.90472,89.30849,330.55,0.42,0.45,2024-01-10,0645,N20,VIIRS,n,2,289.01,3.28,D,0
27.3824,90.56085,312.93,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,279.28,3.24,N,0
27.38075,90.56755,301.26,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,276.51,2.07,N,0
27.38119,90.5615,318.51,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,278.63,2.07,N,0
27.38673,90.5693,297.87,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,279.34,2.41,N,0
27.38701,90.56538,319.85,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,280.63,2.41,N,0
27.38207,90.56595,328.18,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,279.81,6.14,N,0
27.38825,90.5648,304.54,0.5,0.66,2024-01-11,1852,N20,VIIRS,n,2,279.3,3.24,N,0
27.38537,90.571,339.13,0.65,0.73,2024-01-12,0608,N20,VIIRS,n,2,293.83,11.83,D,0
27.38664,90.57086,334.74,0.65,0.73,2024-01-12,0608,N20,VIIRS,n,2,293,6.63,D,0
27.38944,90.5815,325.12,0.65,0.73,2024-01-12,0608,N20,VIIRS,n,2,286.81,6.63,D,0
26.83447,89.45048,327.49,0.35,0.57,2024-01-12,0748,N20,VIIRS,n,2,292.92,2.48,D,0
27.38605,90.57234,330.02,0.42,0.61,2024-01-12,0748,N20,VIIRS,n,2,289.29,3.62,D,0
27.27677,91.77648,350.84,0.5,0.49,2024-01-13,0729,N20,VIIRS,n,2,294.77,25.7,D,0
27.8475,89.95614,339.58,0.4,0.44,2024-01-13,0729,N20,VIIRS,n,2,294.46,15.67,D,0
27.84702,89.95181,330.96,0.4,0.44,2024-01-13,0729,N20,VIIRS,n,2,302.2,20.07,D,0
28.06372,90.12198,345.5,0.41,0.45,2024-01-13,0729,N20,VIIRS,n,2,291.85,5.81,D,0
27.80618,90.4802,341.26,0.43,0.46,2024-01-13,0729,N20,VIIRS,n,2,292.42,11.69,D,0
27.8021,90.48167,326.39,0.43,0.46,2024-01-13,0729,N20,VIIRS,n,2,293.69,4.91,D,0
26.83457,89.45079,325.81,0.43,0.38,2024-01-13,1955,N20,VIIRS,n,2,284.52,1.26,N,0
26.79043,90.85473,329.56,0.4,0.37,2024-01-14,0710,N20,VIIRS,n,2,299.23,2.14,D,0
26.78889,90.85468,328.14,0.4,0.37,2024-01-14,0710,N20,VIIRS,n,2,299.11,2.87,D,0
27.36724,89.06261,328.3,0.53,0.42,2024-01-15,0651,N20,VIIRS,n,2,278.52,5.34,D,0
27.37093,89.06537,345.37,0.53,0.42,2024-01-15,0651,N20,VIIRS,n,2,291.33,15.98,D,0
27.37206,89.06741,328.75,0.53,0.42,2024-01-15,0651,N20,VIIRS,n,2,280.31,7.51,D,0
27.23696,90.94279,330.46,0.44,0.38,2024-01-15,0651,N20,VIIRS,n,2,291.15,2.92,D,0
27.37113,89.06245,347.38,0.53,0.42,2024-01-15,0651,N20,VIIRS,n,2,292.45,24.05,D,0
27.36989,89.05995,337.32,0.53,0.42,2024-01-15,0651,N20,VIIRS,n,2,280.55,15.98,D,0
26.77765,90.81863,334.03,0.54,0.5,2024-01-16,0632,N20,VIIRS,n,2,291.9,5.77,D,0
26.83701,89.44716,298.98,0.6,0.7,2024-01-16,2039,N20,VIIRS,n,2,281.73,1.44,N,0
26.783,90.95313,338.15,0.55,0.51,2024-01-18,0735,N20,VIIRS,n,2,296.06,7.8,D,0
26.78222,90.94061,337.28,0.4,0.44,2024-01-18,2001,N20,VIIRS,n,2,284.56,1.84,N,0
26.89626,91.31438,328.9,0.47,0.4,2024-01-19,0716,N20,VIIRS,n,2,285.56,2.84,D,0
26.85304,90.44421,333.02,0.43,0.38,2024-01-19,0716,N20,VIIRS,n,2,299.76,3.16,D,0
26.78138,90.94392,329.62,0.45,0.39,2024-01-19,0716,N20,VIIRS,l,2,302.6,4.11,D,0
26.81991,89.41119,330.27,0.44,0.38,2024-01-20,0658,N20,VIIRS,n,2,294.38,3.96,D,0
26.93508,91.65379,335.85,0.38,0.44,2024-01-21,0639,N20,VIIRS,n,2,287.45,4.94,D,0
26.93435,91.65002,330.01,0.38,0.44,2024-01-21,0639,N20,VIIRS,n,2,285.9,4.34,D,0
27.35074,89.43533,336.11,0.49,0.65,2024-01-22,0620,N20,VIIRS,n,2,285.89,5.34,D,0
27.04122,89.39532,325.5,0.5,0.66,2024-01-22,0620,N20,VIIRS,n,2,285.3,3.63,D,0
27.34705,89.43761,331.75,0.49,0.65,2024-01-22,0620,N20,VIIRS,n,2,287.87,4.53,D,0
27.12357,89.77367,299.65,0.41,0.45,2024-01-23,2007,N20,VIIRS,n,2,274.99,0.84,N,0
27.03733,89.8866,328.61,0.39,0.36,2024-01-25,0704,N20,VIIRS,n,2,290.67,1.93,D,0
27.38929,90.04642,329.85,0.39,0.36,2024-01-25,0704,N20,VIIRS,n,2,277.68,5.8,D,0
26.87135,90.5014,327.56,0.38,0.36,2024-01-25,0704,N20,VIIRS,n,2,295.96,1.05,D,0
27.39046,90.04543,299.71,0.45,0.39,2024-01-25,1930,N20,VIIRS,n,2,272.02,1.32,N,0
26.86028,91.08842,327.34,0.45,0.47,2024-01-29,0729,N20,VIIRS,n,2,289.5,12.54,D,0
26.86076,91.09297,338.75,0.45,0.47,2024-01-29,0729,N20,VIIRS,n,2,292.74,12.54,D,0
27.34723,91.60258,338.26,0.47,0.47,2024-02-01,0633,N20,VIIRS,n,2,293.83,11.22,D,0
26.92735,91.66004,337.77,0.47,0.48,2024-02-01,0633,N20,VIIRS,n,2,290.13,7.77,D,0
26.92904,91.6618,339.49,0.47,0.48,2024-02-01,0633,N20,VIIRS,n,2,288.48,5.74,D,0
27.34613,91.60664,338.25,0.47,0.47,2024-02-01,0633,N20,VIIRS,n,2,290.83,11.02,D,0
27.30556,89.62049,352.7,0.47,0.4,2024-02-09,0723,N20,VIIRS,n,2,305.81,23.22,D,0
27.30738,89.61662,313.33,0.39,0.36,2024-02-09,1949,N20,VIIRS,n,2,272.82,1.82,N,0
27.3107,89.61715,296.72,0.39,0.36,2024-02-09,1949,N20,VIIRS,n,2,271.22,0.63,N,0
26.85804,90.44173,331.29,0.38,0.36,2024-02-10,0704,N20,VIIRS,l,2,301.84,2.85,D,0
27.69383,89.97502,329.99,0.39,0.36,2024-02-10,0704,N20,VIIRS,n,2,296.94,3.2,D,0
27.05097,89.40202,328.44,0.39,0.37,2024-02-10,0704,N20,VIIRS,n,2,292.56,2.62,D,0
26.91964,89.3082,330.2,0.4,0.37,2024-02-10,0704,N20,VIIRS,n,2,299.96,2.38,D,0
26.94336,90.94461,330.64,0.52,0.41,2024-02-11,0645,N20,VIIRS,n,2,298.07,11.67,D,0
28.06446,90.12806,329.61,0.55,0.42,2024-02-11,0646,N20,VIIRS,n,2,287.62,14.58,D,0
26.92604,90.96668,326.94,0.32,0.55,2024-02-12,0626,N20,VIIRS,n,2,289.99,1.81,D,0
27.27547,91.55218,329.51,0.57,0.69,2024-02-13,0608,N20,VIIRS,n,2,282.93,7.03,D,0
26.78279,90.93713,367,0.44,0.46,2024-02-14,0729,N20,VIIRS,h,2,301.93,23.47,D,0
26.78156,90.93445,342.23,0.44,0.46,2024-02-14,0729,N20,VIIRS,n,2,301.49,16.99,D,0
26.78202,90.93894,367,0.44,0.46,2024-02-14,0729,N20,VIIRS,h,2,304.26,16.99,D,0
26.76961,90.73836,329.27,0.43,0.46,2024-02-14,0729,N20,VIIRS,n,2,298.87,2.98,D,0
26.77854,90.93781,328.31,0.44,0.46,2024-02-14,0729,N20,VIIRS,n,2,299.09,3.26,D,0
26.78329,90.94159,342.59,0.44,0.46,2024-02-14,0729,N20,VIIRS,n,2,301.89,8.15,D,0
26.83078,90.4922,338.63,0.39,0.37,2024-02-15,0710,N20,VIIRS,n,2,299.43,3.28,D,0
27.03529,90.79301,337.76,0.4,0.37,2024-02-15,0710,N20,VIIRS,n,2,295.24,25.83,D,0
26.94044,89.38828,332.1,0.38,0.36,2024-02-15,0710,N20,VIIRS,n,2,289.34,4.97,D,0
27.39175,90.52628,326.95,0.4,0.37,2024-02-15,0710,N20,VIIRS,n,2,294.42,2.08,D,0
26.82889,90.51191,327.22,0.46,0.39,2024-02-16,0651,N20,VIIRS,l,2,301.23,2.27,D,0
26.8279,90.51414,331.35,0.46,0.39,2024-02-16,0651,N20,VIIRS,n,2,303.59,3.17,D,0
27.22156,89.87716,343.84,0.48,0.4,2024-02-16,0652,N20,VIIRS,n,2,294.1,18.36,D,0
27.2244,89.87203,350.05,0.48,0.4,2024-02-16,0652,N20,VIIRS,n,2,302.68,39.36,D,0
27.2281,89.8716,353.97,0.48,0.4,2024-02-16,0652,N20,VIIRS,n,2,310.97,39.36,D,0
27.30435,91.87543,340.26,0.41,0.37,2024-02-16,0652,N20,VIIRS,n,2,297.39,5.09,D,0
26.99177,89.41062,330.81,0.51,0.41,2024-02-16,0652,N20,VIIRS,n,2,292.31,4.78,D,0
27.22716,89.86637,286.96,0.48,0.4,2024-02-16,0652,N20,VIIRS,l,2,295.65,37.23,D,0
27.60645,89.93797,326.59,0.48,0.4,2024-02-16,0652,N20,VIIRS,n,2,297.64,3.15,D,0
26.81942,91.07204,329.02,0.46,0.39,2024-02-20,0717,N20,VIIRS,n,2,296.38,3.44,D,0
26.91943,91.69025,331.25,0.49,0.4,2024-02-20,0717,N20,VIIRS,n,2,288.84,3.76,D,0
26.78271,90.95071,333.16,0.41,0.6,2024-02-23,0620,N20,VIIRS,n,2,294.49,6.17,D,0
27.34197,89.9268,349.29,0.61,0.53,2024-02-24,0742,N20,VIIRS,n,2,296.05,13.96,D,0
26.89644,91.94042,338.93,0.4,0.6,2024-02-24,0742,N20,VIIRS,n,2,297.16,3.08,D,0
26.78097,90.95218,329.21,0.35,0.56,2024-02-24,0742,N20,VIIRS,l,2,302.71,3.86,D,0
26.85769,90.44496,335.47,0.32,0.55,2024-02-24,0742,N20,VIIRS,n,2,303.75,3.54,D,0
26.86786,90.50072,333.33,0.33,0.55,2024-02-24,0742,N20,VIIRS,n,2,298.94,7.37,D,0
26.86756,90.49741,354.7,0.33,0.55,2024-02-24,0742,N20,VIIRS,n,2,301.94,10.46,D,0
26.89575,91.94048,336.03,0.4,0.6,2024-02-24,0742,N20,VIIRS,n,2,296.41,3.69,D,0
27.34156,89.92229,327.88,0.61,0.53,2024-02-24,0742,N20,VIIRS,n,2,296.18,8.4,D,0
27.34116,89.92023,309.53,0.42,0.45,2024-02-24,2008,N20,VIIRS,n,2,281.55,2.46,N,0
27.34523,89.92124,300.14,0.42,0.45,2024-02-24,2008,N20,VIIRS,n,2,280.34,1.07,N,0
26.97525,88.86157,328.07,0.44,0.38,2024-02-25,0723,N20,VIIRS,n,2,297.55,1.87,D,0
26.7841,90.94598,333.11,0.54,0.42,2024-02-25,0723,N20,VIIRS,n,2,300.22,3.92,D,0
26.96625,91.63754,339.82,0.4,0.44,2024-02-25,0723,N20,VIIRS,n,2,291.84,8.01,D,0
26.86194,89.26021,330.42,0.45,0.39,2024-02-25,0723,N20,VIIRS,n,2,292.62,3.61,D,0
26.83937,90.50377,333.24,0.51,0.41,2024-02-25,0723,N20,VIIRS,n,2,300.69,3.06,D,0
27.34153,89.92175,344.1,0.49,0.4,2024-02-25,0723,N20,VIIRS,n,2,301.23,6.68,D,0
26.82445,90.49237,331.59,0.38,0.36,2024-02-26,0704,N20,VIIRS,n,2,300.65,1.56,D,0
26.70335,89.76456,339.27,0.39,0.36,2024-02-26,0704,N20,VIIRS,n,2,302.59,3.58,D,0
26.76981,90.73573,334.08,0.38,0.36,2024-02-26,0704,N20,VIIRS,n,2,295.45,3.66,D,0
27.02288,89.42088,327.45,0.39,0.37,2024-02-26,0704,N20,VIIRS,n,2,280.19,2.26,D,0
26.70866,89.74745,295.88,0.46,0.39,2024-02-26,1930,N20,VIIRS,n,2,269.56,0.78,N,0
26.71223,89.74805,302.77,0.46,0.39,2024-02-26,1930,N20,VIIRS,n,2,268.88,0.78,N,0
26.79494,89.70894,327.03,0.4,0.44,2024-02-27,0645,N20,VIIRS,n,2,291.81,1.78,D,0
26.99297,88.86189,339.37,0.45,0.47,2024-02-27,0645,N20,VIIRS,n,2,294.1,5.11,D,0
27.20651,89.48602,331.18,0.41,0.45,2024-02-27,0645,N20,VIIRS,n,2,288.63,4.77,D,0
26.87605,91.8906,338.11,0.47,0.4,2024-02-27,0645,N20,VIIRS,n,2,302.52,7.58,D,0
26.86072,90.44234,335.29,0.55,0.43,2024-02-27,0645,N20,VIIRS,n,2,303.46,11.32,D,0
26.76992,90.74281,332.13,0.53,0.42,2024-02-27,0645,N20,VIIRS,n,2,303.07,5.08,D,0
26.86856,90.43856,333.67,0.35,0.57,2024-02-28,0626,N20,VIIRS,n,2,294.37,2.81,D,0
26.96321,88.8623,333.83,0.43,0.62,2024-02-28,0627,N20,VIIRS,n,2,292.92,4.54,D,0
26.95946,88.8614,331.84,0.43,0.62,2024-02-28,0627,N20,VIIRS,n,2,293.04,4.01,D,0
26.85249,90.44445,342.62,0.41,0.45,2024-03-01,0729,N20,VIIRS,n,2,302.94,9.11,D,0
26.85794,90.49498,340.2,0.42,0.45,2024-03-01,0729,N20,VIIRS,n,2,299.73,5.01,D,0
26.84817,90.5218,345.01,0.42,0.45,2024-03-01,0729,N20,VIIRS,n,2,292.49,5.84,D,0
26.84619,90.52101,340.65,0.42,0.45,2024-03-01,0729,N20,VIIRS,n,2,296.76,3.54,D,0
26.94911,89.23813,332.42,0.38,0.36,2024-03-02,0710,N20,VIIRS,n,2,293.27,4.29,D,0
26.83499,90.49165,333.54,0.39,0.37,2024-03-02,0710,N20,VIIRS,l,2,303.63,3,D,0
26.82775,90.48889,330.86,0.39,0.37,2024-03-02,0710,N20,VIIRS,l,2,303.73,0.76,D,0
27.6007,90.39096,326.08,0.53,0.67,2024-03-05,0614,N20,VIIRS,n,2,286.56,4.34,D,0
27.38434,90.52142,330.2,0.52,0.67,2024-03-05,0755,N20,VIIRS,n,2,290.91,4.02,D,0
27.67292,89.91675,333.44,0.48,0.65,2024-03-05,0755,N20,VIIRS,n,2,279.92,3.7,D,0
27.38369,90.52312,334.16,0.52,0.67,2024-03-05,0755,N20,VIIRS,n,2,291.96,4.98,D,0
26.99428,91.33912,332.83,0.59,0.53,2024-03-06,0735,N20,VIIRS,n,2,291.43,4.1,D,0
26.99075,91.34108,330.36,0.59,0.53,2024-03-06,0735,N20,VIIRS,n,2,292.99,5.92,D,0
27.32054,89.76476,345.45,0.42,0.37,2024-03-07,0717,N20,VIIRS,n,2,287.38,18.12,D,0
27.69011,90.63871,337.24,0.45,0.39,2024-03-07,0717,N20,VIIRS,n,2,296.36,10.58,D,0
26.93225,90.90031,332.25,0.45,0.39,2024-03-07,0717,N20,VIIRS,n,2,298.19,3.69,D,0
27.2509,91.41986,298.41,0.39,0.37,2024-03-07,1942,N20,VIIRS,n,2,277.11,1.68,N,0
27.25422,91.42056,295.77,0.39,0.37,2024-03-07,1942,N20,VIIRS,n,2,274.39,0.77,N,0
27.2459,91.42276,343.36,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,304.57,8.83,D,0
26.83634,90.47884,334.13,0.41,0.37,2024-03-08,0658,N20,VIIRS,n,2,300.91,3.1,D,0
26.8687,90.48483,340.02,0.41,0.37,2024-03-08,0658,N20,VIIRS,n,2,299.68,3.17,D,0
27.24391,91.43162,332.51,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,297.63,3.11,D,0
27.24327,91.4276,356.34,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,306.88,8.83,D,0
27.25047,91.43012,335.64,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,297.1,12.59,D,0
27.24855,91.41798,334.64,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,303.5,4.11,D,0
27.25436,91.43326,345.64,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,304.21,12.59,D,0
27.25184,91.41729,337.76,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,302.97,4.11,D,0
27.25639,91.42458,337.35,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,298.54,2.66,D,0
27.25577,91.42061,344.92,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,299.87,2.66,D,0
27.26029,91.42771,337.13,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,298.24,6.81,D,0
27.25967,91.42376,328.59,0.39,0.36,2024-03-08,0658,N20,VIIRS,n,2,298.41,2.66,D,0
27.04726,89.39852,332.3,0.44,0.38,2024-03-08,0658,N20,VIIRS,n,2,293.25,4.52,D,0
27.43455,90.46129,325.21,0.4,0.37,2024-03-08,0658,N20,VIIRS,l,2,295.36,5.04,D,0
27.43791,90.46065,341.41,0.4,0.37,2024-03-08,0658,N20,VIIRS,n,2,299.52,5.04,D,0
27.44065,90.45629,333.42,0.4,0.37,2024-03-08,0658,N20,VIIRS,n,2,300.44,5,D,0
26.93958,89.24361,338,0.53,0.5,2024-03-09,0639,N20,VIIRS,n,2,289.53,13.96,D,0
26.86544,90.55276,329.47,0.65,0.73,2024-03-10,0801,N20,VIIRS,n,2,295.5,3.85,D,0
26.79405,90.89323,367,0.68,0.74,2024-03-10,0801,N20,VIIRS,h,2,293.85,20.34,D,0
26.79364,90.886,333.76,0.68,0.74,2024-03-10,0801,N20,VIIRS,n,2,293.93,15.51,D,0
26.79496,90.88983,367,0.68,0.74,2024-03-10,0801,N20,VIIRS,h,2,295.56,26.93,D,0
27.27698,90.01335,311.54,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.58,4.7,N,0
27.27752,90.0032,297.04,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.92,8.15,N,0
27.27066,90.00322,354.83,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,285.13,12.79,N,0
27.26888,90.01349,299.64,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.4,2.44,N,0
27.26914,90.00906,302.06,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.71,6.54,N,0
27.2699,89.9959,315.93,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.59,10.43,N,0
27.26939,90.00469,329.73,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.78,6.54,N,0
27.26964,90.00038,351.22,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,284.28,10.43,N,0
27.27488,90.02856,302.26,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.7,2.82,N,0
27.27631,90.02626,300.52,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.48,2.51,N,0
27.27091,89.99849,332,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.54,12.79,N,0
27.26244,90.0061,313.67,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.52,6.54,N,0
27.27647,90.00103,295.61,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.31,2.29,N,0
27.28246,90.01631,300.57,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.35,2.2,N,0
27.2829,90.00882,298.48,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.95,2.2,N,0
27.26345,90.00952,313.79,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,283.43,3.29,N,0
27.26369,90.00483,314.16,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.92,3.29,N,0
27.27113,89.99432,305.43,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.11,4.29,N,0
27.26216,90.01096,297.47,0.68,0.74,2024-03-10,1846,N20,VIIRS,n,2,282.75,2.44,N,0
27.27417,90.01613,298.33,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,283.51,1.43,N,0
27.26711,89.99751,316.25,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,282.97,2.7,N,0
27.28099,90.01175,295.47,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,283.59,0.64,N,0
27.27525,90.01164,305.69,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,284.17,1.43,N,0
27.26517,90.00555,324.07,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,284.57,3.84,N,0
27.27631,90.00723,307.04,0.41,0.6,2024-03-10,2026,N20,VIIRS,n,2,283.02,1.82,N,0
27.22701,90.93317,340.88,0.78,0.78,2024-03-11,0601,N20,VIIRS,n,2,289.4,9.99,D,0
27.22554,90.93449,333.35,0.77,0.78,2024-03-11,0602,N20,VIIRS,n,2,287.59,11.55,D,0
27.67661,89.90115,332.97,0.61,0.53,2024-03-11,0742,N20,VIIRS,n,2,289,3.49,D,0
26.87924,91.92631,331.48,0.4,0.6,2024-03-11,0742,N20,VIIRS,n,2,297.47,3.77,D,0
26.86026,90.44115,338.77,0.32,0.55,2024-03-11,0742,N20,VIIRS,n,2,300.77,3.25,D,0
26.99338,91.60873,367,0.38,0.59,2024-03-11,0742,N20,VIIRS,h,2,292.54,7.43,D,0
26.98814,91.14948,333.05,0.36,0.57,2024-03-11,0742,N20,VIIRS,n,2,296.23,2.4,D,0
27.25622,90.00983,328.29,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,296.14,5.08,D,0
27.2612,90.00983,348.59,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,303.25,17.91,D,0
27.26045,90.00201,348.5,0.61,0.53,2024-03-11,0742,N20,VIIRS,n,2,300.3,17.91,D,0
27.25965,89.99373,332.59,0.61,0.53,2024-03-11,0742,N20,VIIRS,n,2,297.11,9.67,D,0
27.15242,88.86348,333.98,0.52,0.5,2024-03-11,0742,N20,VIIRS,n,2,295.96,4.85,D,0
27.25774,90.00775,348.06,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,299.83,8.25,D,0
27.25713,90.00075,340.69,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,297.9,11.31,D,0
27.15273,88.86527,335.47,0.52,0.5,2024-03-11,0742,N20,VIIRS,n,2,295.61,3.96,D,0
27.2633,90.01432,336.34,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,301.89,8.25,D,0
27.26264,90.00683,331.26,0.61,0.54,2024-03-11,0742,N20,VIIRS,l,2,301.93,8.25,D,0
27.26189,89.99834,343.32,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,298.15,11.31,D,0
27.27757,90.0068,335.71,0.61,0.54,2024-03-11,0742,N20,VIIRS,n,2,294.75,7.12,D,0
27.4344,90.46855,326.35,0.33,0.55,2024-03-11,0742,N20,VIIRS,n,2,291.17,2.34,D,0
27.67396,89.90537,334.98,0.61,0.53,2024-03-11,0742,N20,VIIRS,n,2,293.68,6.24,D,0
27.2594,89.99232,305.84,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,284.53,2.19,N,0
27.25834,89.99762,298.43,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,284.48,0.87,N,0
27.25618,89.98705,321.88,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,284.26,4.87,N,0
27.25513,89.99225,345.55,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,286.49,4.87,N,0
27.25414,89.99716,302.72,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,284.94,2.04,N,0
27.26567,89.98248,302.53,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,282.79,1.28,N,0
27.26476,89.98697,296.8,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,283.26,2.19,N,0
27.26149,90.00333,296.7,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,284.98,0.87,N,0
27.26044,89.98714,336.33,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,286.78,2.19,N,0
27.26137,89.98254,297,0.42,0.45,2024-03-11,2008,N20,VIIRS,n,2,283.06,1.28,N,0
27.25464,89.98712,338.8,0.49,0.4,2024-03-12,0723,N20,VIIRS,n,2,296.66,5.45,D,0
27.26547,89.98365,333.99,0.49,0.4,2024-03-12,0723,N20,VIIRS,n,2,294.12,4.83,D,0
27.26186,89.98484,338.01,0.49,0.4,2024-03-12,0723,N20,VIIRS,n,2,296.25,4.72,D,0
27.25825,89.98594,332.29,0.49,0.4,2024-03-12,0723,N20,VIIRS,n,2,296.49,4.72,D,0
26.89261,91.9202,353.62,0.41,0.45,2024-03-12,0723,N20,VIIRS,n,2,299.13,8.7,D,0
26.95866,89.85335,331.12,0.48,0.4,2024-03-12,0723,N20,VIIRS,n,2,292.55,4.05,D,0
26.86533,91.98871,298.18,0.46,0.39,2024-03-12,1949,N20,VIIRS,n,2,287.95,0.89,N,0
26.86089,91.99266,306.56,0.46,0.39,2024-03-12,1949,N20,VIIRS,n,2,288.77,0.89,N,0
26.86003,91.9973,323.78,0.46,0.39,2024-03-12,1949,N20,VIIRS,n,2,289.09,2.58,N,0
26.86448,91.99335,306.64,0.46,0.39,2024-03-12,1949,N20,VIIRS,n,2,288.28,0.89,N,0
26.95329,88.85771,306.33,0.38,0.36,2024-03-12,1949,N20,VIIRS,n,2,289.61,0.68,N,0
26.85689,90.52273,332.46,0.38,0.36,2024-03-13,0704,N20,VIIRS,n,2,301.12,1,D,0
26.86158,91.99147,342.27,0.39,0.36,2024-03-13,0704,N20,VIIRS,n,2,298.54,6.7,D,0
27.51926,89.88258,331.99,0.39,0.36,2024-03-13,0704,N20,VIIRS,n,2,294.94,2.74,D,0
27.03171,89.23945,339.7,0.4,0.37,2024-03-13,0704,N20,VIIRS,n,2,298.03,4.27,D,0
27.29375,91.41277,311.98,0.41,0.37,2024-03-13,1930,N20,VIIRS,n,2,281.86,2.85,N,0
27.29038,91.41215,296.53,0.41,0.37,2024-03-13,1930,N20,VIIRS,n,2,281.81,1.49,N,0
27.29322,91.41647,310.48,0.41,0.37,2024-03-13,1930,N20,VIIRS,n,2,279.19,1.92,N,0
27.28355,91.41148,355.89,0.49,0.4,2024-03-14,0645,N20,VIIRS,n,2,295.47,8.66,D,0
27.29247,91.41871,342.21,0.49,0.4,2024-03-14,0645,N20,VIIRS,n,2,296.47,8.3,D,0
27.29468,91.41002,345.24,0.49,0.4,2024-03-14,0645,N20,VIIRS,n,2,294.33,10.42,D,0
27.03406,90.02856,329.96,0.39,0.44,2024-03-14,0645,N20,VIIRS,n,2,294.83,2.09,D,0
