latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.50854,89.95328,347.29,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,292.05,30.38,D,0
27.50918,89.95878,334.83,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,284.99,8.68,D,0
27.5036,89.94386,345.38,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,296.26,71.26,D,0
27.50424,89.94928,344.33,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,293.18,30.38,D,0
27.0601,89.14529,337.77,0.46,0.39,2024-05-03,0724,N20,VIIRS,n,2,300.19,5.96,D,0
27.50494,89.95839,330.41,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,289.13,9.08,D,0
27.50431,89.95324,346.29,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,289.81,48.07,D,0
27.50363,89.9478,350.53,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,297.12,48.07,D,0
27.50863,89.95724,348.68,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,292.78,9.08,D,0
27.50795,89.9518,344.71,0.51,0.41,2024-05-03,0724,N20,VIIRS,n,2,290.22,48.07,D,0
27.51421,89.96105,305.9,0.4,0.37,2024-05-03,1950,N20,VIIRS,n,2,284.29,0.78,N,0
27.51849,89.93581,301.99,0.4,0.37,2024-05-03,1950,N20,VIIRS,n,2,282.82,0.6,N,0
27.14953,89.84206,296.91,0.4,0.37,2024-05-03,1950,N20,VIIRS,n,2,283.71,0.34,N,0
27.29794,90.03024,295.13,0.41,0.37,2024-05-03,1950,N20,VIIRS,n,2,284.96,0.63,N,0
27.3006,90.03503,303.39,0.41,0.37,2024-05-03,1950,N20,VIIRS,n,2,285.59,0.63,N,0
27.51017,89.96445,321.18,0.4,0.37,2024-05-03,1950,N20,VIIRS,n,2,286.24,1.7,N,0
27.30178,90.04259,336.08,0.39,0.36,2024-05-09,0711,N20,VIIRS,n,2,298.15,5.05,D,0
27.29847,90.04328,347.69,0.39,0.36,2024-05-09,0711,N20,VIIRS,n,2,303.51,5.05,D,0
27.29907,90.04745,329.6,0.39,0.36,2024-05-09,0711,N20,VIIRS,n,2,299.06,4.57,D,0
26.83325,89.4512,316.35,0.52,0.41,2024-05-13,2002,N20,VIIRS,n,2,290.11,1.84,N,0
26.8883,90.54041,334.36,0.45,0.39,2024-05-14,0717,N20,VIIRS,n,2,298.5,5.9,D,0
26.89059,90.53669,333.84,0.45,0.39,2024-05-14,0717,N20,VIIRS,n,2,298.01,7.63,D,0
27.22381,89.42849,333.29,0.41,0.37,2024-05-14,0718,N20,VIIRS,n,2,298.09,5.66,D,0
27.22434,89.43246,348.34,0.41,0.37,2024-05-14,0718,N20,VIIRS,n,2,302.83,5.66,D,0
28.06925,89.92236,343.32,0.41,0.37,2024-05-15,0659,N20,VIIRS,n,2,300.98,12.96,D,0
27.47194,91.59483,337.73,0.46,0.39,2024-05-21,0646,N20,VIIRS,l,2,302.9,7.14,D,0
27.46829,91.59518,335.46,0.46,0.39,2024-05-21,0646,N20,VIIRS,l,2,302.42,8.96,D,0
27.47565,91.59478,338.76,0.46,0.39,2024-05-21,0646,N20,VIIRS,l,2,303.67,7.14,D,0
27.47114,91.59037,338.77,0.46,0.39,2024-05-21,0646,N20,VIIRS,l,2,307.58,12.99,D,0
27.47647,91.59937,347.48,0.46,0.39,2024-05-21,0646,N20,VIIRS,l,2,299.54,7.14,D,0
26.95159,90.04972,296.67,0.52,0.5,2024-05-21,1912,N20,VIIRS,n,2,283.85,3.02,N,0
26.83571,89.4493,310.72,0.51,0.5,2024-05-23,2014,N20,VIIRS,n,2,292.09,1.55,N,0
26.8107,90.59357,330.57,0.4,0.37,2024-05-25,0711,N20,VIIRS,l,2,302.32,3.84,D,0
27.15864,90.06083,333.69,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,301.36,3.11,D,0
27.15803,90.05663,334.35,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,301.74,3.11,D,0
27.16256,90.06441,338.32,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,304.57,24.57,D,0
27.16196,90.06026,353.74,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,310.13,19.69,D,0
27.16136,90.0561,355.87,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,304.7,19.69,D,0
27.16077,90.052,335.08,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,298.93,7.12,D,0
27.16649,90.06798,339.69,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,307.82,24.57,D,0
27.1659,90.0639,350.04,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,315.35,24.57,D,0
27.16531,90.05979,355.2,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,306.84,19.69,D,0
27.16471,90.05566,351.88,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,306.24,19.69,D,0
27.16412,90.05157,347.22,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,301.82,7.12,D,0
27.16982,90.06741,331.24,0.39,0.36,2024-05-25,0711,N20,VIIRS,l,2,304.3,8.32,D,0
27.16924,90.06341,349.31,0.39,0.36,2024-05-25,0711,N20,VIIRS,n,2,305.2,8.32,D,0
27.16788,90.05763,307.08,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.48,2.38,N,0
27.16846,90.05367,328.03,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.55,6.51,N,0
27.16904,90.04976,344.96,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,295.46,6.51,N,0
27.16338,90.06491,321.89,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.6,1.93,N,0
27.16284,90.06858,322.22,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.74,1.93,N,0
27.16565,90.04951,309.72,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.19,1.51,N,0
27.16507,90.05343,313.29,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.24,1.51,N,0
27.16004,90.06435,312.24,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.97,1.93,N,0
27.15949,90.06806,319.59,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,294.23,1.93,N,0
27.15777,90.0564,305.68,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,291.6,6.74,N,0
27.15669,90.06378,305.75,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.92,12.54,N,0
27.15615,90.06747,311.81,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.66,12.54,N,0
27.15559,90.0713,309.92,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.26,2.53,N,0
27.15496,90.05221,334.62,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.13,5.51,N,0
27.15441,90.05594,352.48,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,297.35,6.74,N,0
27.15388,90.05959,367,0.4,0.37,2024-05-25,1937,N20,VIIRS,h,2,299,6.74,N,0
27.15335,90.06323,351.7,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,303.52,12.54,N,0
27.1528,90.06695,355.81,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,299.49,12.54,N,0
27.15226,90.07062,324.03,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,294.1,2.53,N,0
27.15056,90.05888,345.25,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,292.97,4.03,N,0
27.15003,90.0625,340.83,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,293.17,7.8,N,0
27.15109,90.05523,316.72,0.4,0.37,2024-05-25,1937,N20,VIIRS,n,2,291.9,4.03,N,0
27.14232,90.04468,332.8,0.47,0.4,2024-05-26,0652,N20,VIIRS,l,2,296.93,4.8,D,0
27.14596,90.0442,348.28,0.47,0.4,2024-05-26,0652,N20,VIIRS,n,2,299.84,16.02,D,0
27.39585,91.21302,340.92,0.42,0.38,2024-05-26,0652,N20,VIIRS,n,2,302.71,8.93,D,0
27.13668,90.68237,341.47,0.43,0.46,2024-07-19,0638,N20,VIIRS,n,2,286.73,5.51,D,0
27.08719,91.19956,345.29,0.48,0.65,2024-07-31,0613,N20,VIIRS,n,2,288.6,6.78,D,0
27.23575,90.0648,340.21,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,293.91,5.7,D,0
27.2414,90.07556,335.89,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,291.89,6.42,D,0
27.24099,90.07154,354.37,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,292.65,14.67,D,0
27.2406,90.06779,352.11,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,295.55,14.67,D,0
27.24022,90.06401,341.27,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,295.9,5.7,D,0
27.23858,90.0706,345,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,292.09,7.92,D,0
27.23822,90.06689,345.57,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,294.49,16.88,D,0
27.24336,90.07291,352.86,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,295.56,66.49,D,0
27.24298,90.06898,339.03,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,303.09,66.49,D,0
27.24262,90.06538,337.21,0.5,0.49,2024-08-17,0735,N20,VIIRS,n,2,294.64,12.38,D,0
27.24641,90.06493,331.01,0.43,0.38,2024-08-18,0716,N20,VIIRS,n,2,285.35,1.93,D,0
27.58673,91.22128,337.15,0.72,0.75,2024-09-22,0759,N20,VIIRS,n,2,293.38,7.61,D,0
27.58759,91.22102,336.93,0.71,0.75,2024-09-22,0759,N20,VIIRS,n,2,294.37,9.9,D,0
26.97796,91.75878,304.75,0.4,0.37,2024-10-27,1928,N20,VIIRS,n,2,286.18,0.77,N,0
27.55904,89.90634,326.38,0.48,0.4,2024-11-02,0650,N20,VIIRS,n,2,292.22,2.84,D,0
26.86992,89.37535,332.15,0.44,0.38,2024-11-07,0656,N20,VIIRS,l,2,303.31,20.28,D,0
27.35781,91.46799,331.1,0.39,0.36,2024-11-12,0702,N20,VIIRS,n,2,291.53,4.05,D,0
27.35452,91.46867,342.53,0.39,0.36,2024-11-12,0702,N20,VIIRS,n,2,292.3,3.6,D,0
26.94317,89.38324,331.97,0.54,0.42,2024-11-16,0727,N20,VIIRS,n,2,287.6,3.12,D,0
27.34029,91.99361,325.73,0.45,0.47,2024-11-19,0631,N20,VIIRS,n,2,290.37,3.46,D,0
27.34244,89.2144,331.41,0.33,0.55,2024-11-19,0631,N20,VIIRS,n,2,289.37,4.24,D,0
27.27344,91.1726,341.31,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,297.55,12.41,D,0
27.26303,91.1846,353.97,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,310.27,29.05,D,0
27.26241,91.17974,335.41,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,304.48,7.33,D,0
27.26181,91.17506,344.73,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,303.08,7.33,D,0
27.26122,91.1704,334.04,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,299.91,6,D,0
27.26657,91.18343,341.74,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,302.67,5.15,D,0
27.26593,91.17842,338.89,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,302.95,10.51,D,0
27.26534,91.17384,355.73,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,306.38,10.51,D,0
27.26478,91.1694,334.49,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,301.9,15.64,D,0
27.27007,91.18198,326.94,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,293.62,5.15,D,0
27.2694,91.17681,347.77,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,301.78,10.51,D,0
27.26882,91.17226,334.09,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,302.77,10.51,D,0
27.27293,91.17559,347.69,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,305.39,26.67,D,0
27.27047,91.17855,343.52,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,297.88,12.41,D,0
27.26989,91.17387,351.39,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,304.59,12.41,D,0
27.27405,91.17761,329.88,0.47,0.4,2024-11-22,0715,N20,VIIRS,n,2,294.39,12.41,D,0
26.78847,90.74879,334.56,0.66,0.73,2024-12-01,0606,N20,VIIRS,n,2,291.57,4.75,D,0
26.79144,90.7504,332.64,0.66,0.73,2024-12-01,0606,N20,VIIRS,n,2,290.92,3.98,D,0
27.31365,91.82803,329.81,0.5,0.49,2024-12-02,0727,N20,VIIRS,n,2,284.36,3.68,D,0
27.31161,91.82684,327.16,0.5,0.49,2024-12-02,0727,N20,VIIRS,n,2,286.58,3.39,D,0
27.10843,91.245,333.48,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,286.69,1.98,N,0
27.10783,91.24892,309.21,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,284.03,1.36,N,0
27.10723,91.25284,315.53,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,283.92,1.36,N,0
27.10456,91.24822,321.9,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,284.95,2.46,N,0
27.11377,91.2543,313.65,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,281.84,1.22,N,0
27.11172,91.24567,296.88,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,283.26,1.98,N,0
27.11049,91.2536,312.77,0.39,0.36,2024-12-03,1934,N20,VIIRS,n,2,283.85,1.36,N,0
27.10201,91.24823,333.39,0.43,0.38,2024-12-04,0649,N20,VIIRS,n,2,295.44,7.48,D,0
27.10057,91.2518,345.97,0.43,0.38,2024-12-04,0649,N20,VIIRS,n,2,296.08,7.3,D,0
27.104,91.25092,339.59,0.43,0.38,2024-12-04,0649,N20,VIIRS,n,2,294.96,7.3,D,0
27.1028,91.25272,337.04,0.43,0.38,2024-12-04,0649,N20,VIIRS,n,2,293.93,9.86,D,0
27.47591,91.63137,351.16,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,305.15,16.14,D,0
27.47684,91.63937,367,0.39,0.44,2024-12-13,0721,N20,VIIRS,h,2,299.09,9.62,D,0
27.4773,91.64332,339.03,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,292.6,4.96,D,0
27.47786,91.64013,367,0.39,0.44,2024-12-13,0721,N20,VIIRS,h,2,306.18,9.12,D,0
27.47829,91.6441,338.74,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,294.55,6.03,D,0
27.47741,91.636,328.64,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,299.74,9.12,D,0
27.47696,91.63185,344.47,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,303.94,9.99,D,0
27.47653,91.62785,335.5,0.39,0.44,2024-12-13,0721,N20,VIIRS,l,2,307.57,9.99,D,0
27.4823,91.64328,367,0.39,0.44,2024-12-13,0721,N20,VIIRS,h,2,305.48,22.3,D,0
27.48183,91.63894,348.13,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,316.16,26.19,D,0
27.48088,91.63019,334.33,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,303.07,14.25,D,0
27.48621,91.6415,367,0.39,0.44,2024-12-13,0721,N20,VIIRS,h,2,296.14,22.3,D,0
27.48568,91.63665,353.44,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,308.57,26.19,D,0
27.48517,91.63191,333.44,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,298.18,26.19,D,0
27.48471,91.62771,355.72,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,304.47,14.25,D,0
27.4843,91.62402,334.32,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,296.87,14.25,D,0
27.489,91.62947,367,0.39,0.44,2024-12-13,0721,N20,VIIRS,h,2,299.59,26.92,D,0
27.49005,91.63909,338.99,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,292.6,19.12,D,0
27.4895,91.63406,346.13,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,310.21,26.92,D,0
27.48857,91.62558,338.74,0.39,0.44,2024-12-13,0721,N20,VIIRS,n,2,295.47,5.53,D,0
27.38083,92.01756,328.86,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,287.78,3.65,D,0
27.2974,92.00365,336.61,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,290.61,2.24,D,0
27.48986,91.62034,325.47,0.39,0.36,2024-12-14,0702,N20,VIIRS,l,2,298.39,5.72,D,0
27.48877,91.61288,349.38,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,314.95,14.61,D,0
27.49314,91.6195,333.16,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,298.18,4.44,D,0
27.49259,91.61576,337.72,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,299.23,4.44,D,0
27.49205,91.61202,332.64,0.39,0.36,2024-12-14,0702,N20,VIIRS,n,2,299.36,8.3,D,0
27.49191,90.67687,334.08,0.53,0.42,2024-12-15,0643,N20,VIIRS,n,2,293.67,9.69,D,0
27.4915,90.68009,325.54,0.53,0.42,2024-12-15,0643,N20,VIIRS,n,2,292.2,4.99,D,0
27.49049,90.6748,328.01,0.53,0.42,2024-12-15,0643,N20,VIIRS,n,2,293.81,4.99,D,0
27.97221,91.44679,328.76,0.48,0.4,2024-12-15,0643,N20,VIIRS,n,2,289.43,3.59,D,0
27.97487,91.4409,333.12,0.48,0.4,2024-12-15,0643,N20,VIIRS,n,2,289.72,7.51,D,0
26.86664,91.38578,331.85,0.62,0.54,2024-12-16,0624,N20,VIIRS,n,2,293.29,9.19,D,0
26.86548,91.38042,338.15,0.62,0.54,2024-12-16,0624,N20,VIIRS,n,2,298.04,9.19,D,0
26.87027,91.37889,331.48,0.62,0.54,2024-12-16,0624,N20,VIIRS,n,2,294.74,8.93,D,0
26.86838,91.38386,338.4,0.62,0.54,2024-12-16,0624,N20,VIIRS,n,2,296.12,15.87,D,0
26.86719,91.37854,337.82,0.62,0.54,2024-12-16,0624,N20,VIIRS,n,2,298.35,13.24,D,0
27.36656,89.21679,296.94,0.45,0.63,2024-12-16,2030,N20,VIIRS,n,2,265.54,0.76,N,0
27.36176,89.22558,328.75,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,288.2,43.12,D,0
27.36691,89.22501,342,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,289.48,43.12,D,0
27.3663,89.21814,337.94,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,297.98,28.99,D,0
27.37504,89.19959,367,0.34,0.56,2024-12-17,0746,N20,VIIRS,h,2,301.17,8.82,D,0
27.36362,89.22389,367,0.34,0.56,2024-12-17,0746,N20,VIIRS,h,2,291.08,42.95,D,0
27.36847,89.21972,355.74,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,298.36,42.95,D,0
27.37729,89.20069,356.02,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,304.24,35.15,D,0
27.37703,89.1975,354.57,0.34,0.56,2024-12-17,0746,N20,VIIRS,n,2,324.21,35.15,D,0
27.38226,89.19794,367,0.34,0.56,2024-12-17,0746,N20,VIIRS,h,2,290.73,15.19,D,0
28.15112,89.65368,349.95,0.37,0.58,2024-12-17,0746,N20,VIIRS,n,2,293.64,7.59,D,0
28.15081,89.64991,348.5,0.37,0.58,2024-12-17,0746,N20,VIIRS,n,2,301.49,7.59,D,0
28.14945,89.65314,367,0.37,0.58,2024-12-17,0746,N20,VIIRS,h,2,297.04,14.65,D,0
28.14801,89.64845,338.34,0.38,0.43,2024-12-18,0727,N20,VIIRS,n,2,302.07,7.23,D,0
26.91026,89.04783,325.86,0.52,0.41,2024-12-18,0727,N20,VIIRS,n,2,299.54,2.75,D,0
26.89366,89.3578,329.4,0.38,0.36,2024-12-19,0708,N20,VIIRS,n,2,294.71,2.33,D,0
27.79762,90.52651,328.67,0.4,0.37,2024-12-19,0708,N20,VIIRS,n,2,291.38,7,D,0
27.79816,90.53035,352.68,0.4,0.37,2024-12-19,0708,N20,VIIRS,n,2,306.46,7,D,0
27.7987,90.53416,339.24,0.4,0.37,2024-12-19,0708,N20,VIIRS,n,2,304.96,7.17,D,0
27.79539,90.53487,345.24,0.4,0.37,2024-12-19,0708,N20,VIIRS,n,2,306.96,6.47,D,0
27.39607,91.98302,339.22,0.44,0.38,2024-12-19,0708,N20,VIIRS,n,2,293.93,21.33,D,0
26.91713,89.04592,330.43,0.38,0.36,2024-12-19,0708,N20,VIIRS,n,2,300.38,3.52,D,0
26.91443,89.05039,337.3,0.38,0.36,2024-12-19,0708,N20,VIIRS,n,2,302.31,4.6,D,0
27.31259,91.84878,336.04,0.43,0.38,2024-12-19,0708,N20,VIIRS,n,2,300.63,8.97,D,0
27.15856,90.90021,332.04,0.4,0.37,2024-12-19,0708,N20,VIIRS,n,2,290.18,4.13,D,0
27.31432,92.02963,340.65,0.41,0.37,2024-12-20,0649,N20,VIIRS,n,2,283.96,20.88,D,0
26.87041,90.4408,332.28,0.43,0.38,2024-12-24,0714,N20,VIIRS,n,2,299.05,2.77,D,0
27.24743,91.94524,344.29,0.51,0.41,2024-12-24,0714,N20,VIIRS,n,2,291.91,7.36,D,0
27.32061,91.97668,329.51,0.51,0.41,2024-12-24,0715,N20,VIIRS,n,2,286.46,15.22,D,0
27.31538,91.97955,326.23,0.55,0.43,2024-12-26,0637,N20,VIIRS,n,2,290.22,4.16,D,0
27.30664,92.04944,349.75,0.35,0.56,2024-12-27,0618,N20,VIIRS,n,2,290.05,6.04,D,0
27.36349,92.01749,328.78,0.35,0.56,2024-12-27,0618,N20,VIIRS,n,2,291.16,2.37,D,0
27.8114,90.50929,327.7,0.66,0.73,2024-12-27,0759,N20,VIIRS,n,2,287.95,6.58,D,0
27.60684,89.42621,326.44,0.57,0.69,2024-12-27,0759,N20,VIIRS,n,2,291.91,6.66,D,0
27.81813,90.50859,356.3,0.66,0.73,2024-12-27,0759,N20,VIIRS,l,2,284.25,17.09,D,0
27.28844,92.04734,334.06,0.67,0.74,2024-12-28,0559,N20,VIIRS,n,2,290.32,11.43,D,0
27.27089,92.06062,335.03,0.67,0.74,2024-12-28,0559,N20,VIIRS,n,2,284.63,6.39,D,0
27.28521,92.04354,339.37,0.67,0.74,2024-12-28,0600,N20,VIIRS,n,2,288.39,14.26,D,0
27.29051,92.06306,334.1,0.67,0.74,2024-12-28,0600,N20,VIIRS,n,2,284.68,10.49,D,0
27.31294,91.81937,333.02,0.4,0.6,2024-12-28,0740,N20,VIIRS,n,2,291.41,5.03,D,0
27.29189,92.04775,350.05,0.41,0.61,2024-12-28,0740,N20,VIIRS,n,2,297.82,6.91,D,0
27.60422,90.80341,367,0.35,0.57,2024-12-28,0740,N20,VIIRS,h,2,301.98,16.06,D,0
27.27003,92.05595,356.13,0.41,0.61,2024-12-28,0740,N20,VIIRS,l,2,289.66,10.64,D,0
27.26971,92.05177,337.7,0.41,0.61,2024-12-28,0740,N20,VIIRS,n,2,288.83,10.64,D,0
27.29222,92.05207,326.75,0.41,0.61,2024-12-28,0740,N20,VIIRS,n,2,294.91,6.91,D,0
27.31333,91.82013,327.75,0.4,0.6,2024-12-28,0740,N20,VIIRS,n,2,291.31,8.27,D,0
